"","institutionCode","catalogNumber","order","family","genus","scientificName","sex","recordedBy","recordNumber","eventDate","locality","decimalLatitude","decimalLongitude","verbatimElevationInMeters","DEMElevationInMeters","basisOfRecord","recordSource","county","residuals","percentDeviation"
"46","FMNH","52810","Rodentia","Cricetidae","Onychomys","Onychomys torridus",NA,"W. H. Osgood","WHO-7342",1942-01-29,"Santa Catalina Mts",32.430378,-110.705345,2027.826685,2027.826685,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.2101174422915,5.68711041682561
"47","FMNH","52809","Rodentia","Cricetidae","Onychomys","Onychomys torridus",NA,"W. H. Osgood","WHO-7333",1942-01-27,"Santa Catalina Mts",32.430378,-110.705345,2027.826685,2027.826685,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.2101174422915,5.68711041682561
"48","iNaturalist","63497829","Rodentia","Sciuridae","Otospermophilus","Otospermophilus variegatus",NA,"Gerrit Öhm",NA,2008-09-13,NA,32.300216,-110.845747,871.4211999,871.4211999,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,-4.63711470736597,6.26390681917
"49","iNaturalist","60680041","Rodentia","Sciuridae","Otospermophilus","Otospermophilus variegatus",NA,"roomthily",NA,2020-09-24,NA,32.323958,-110.77554,987.0087428,987.0087428,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,-4.59443455292972,6.20625361727878
"50","iNaturalist","33126673","Rodentia","Sciuridae","Otospermophilus","Otospermophilus variegatus",NA,"James Maughn",NA,2019-09-20,NA,32.327361,-110.801884,882.5908022,882.5908022,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,-4.63299038445707,6.25833560171608
"51","iNaturalist","30461689","Rodentia","Sciuridae","Otospermophilus","Otospermophilus variegatus",NA,"roomthily",NA,2019-08-08,NA,32.321707,-110.809009,866.8208795,866.8208795,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,-4.63881335395196,6.26620138477917
"52","UMMZ","66360","Rodentia","Heteromyidae","Dipodomys","Dipodomys ordii",NA,"Dice, L.","111",1932-07-10,"6MI SE ORACLE",32.5493575,-110.697949,1385.041799,1385.041799,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.44746272635452,6.00772114939572
"53","CUMV","15088","Rodentia","Cricetidae","Neotoma","Neotoma albigula",NA,"Bradt","GM? B 8",1940-10-10,"Tucson, S Slope Santa Catalina Mountains",32.413471,-110.743859,2410.489871,2410.489871,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.0688208677145,5.49624419227173
"54","iNaturalist","9950218","Rodentia","Sciuridae","Otospermophilus","Otospermophilus variegatus",NA,"Kevin Fistanic",NA,2018-02-17,NA,32.323606,-110.807805,855.0575931,855.0575931,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,-4.64315689191139,6.27206872228544
"55","UWBM","UWBM:Mamm:51761","Rodentia","Heteromyidae","Perognathus","Perognathus flavus",NA,"Collector(s): Harold E. Broadbooks; Preparator(s): Harold E. Broadbooks",NA,1952-05-24,"Tucson, 14 mi ENE; Mt. Lemmon highway",32.3680628,-110.7059477,1735.179789,1735.179789,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.3181759268236,5.83307796795274
"56","UWBM","UWBM:Mamm:51762","Rodentia","Heteromyidae","Perognathus","Perognathus flavus",NA,"Collector(s): Harold E. Broadbooks; Preparator(s): Harold E. Broadbooks",NA,1952-05-24,"Tucson, 14 mi ENE; Mt. Lemmon highway",32.3680628,-110.7059477,1735.179789,1735.179789,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.3181759268236,5.83307796795274
"57","iNaturalist","2305114","Rodentia","Sciuridae","Otospermophilus","Otospermophilus variegatus",NA,"Alan Dahl",NA,2015-04-25,NA,32.404556,-110.925734,930.0263762,930.0263762,"HUMAN_OBSERVATION","non-UAZ pre-2021",NA,-4.61547502273828,6.23467550257376
"58","ROM","28932","Rodentia","Cricetidae","Peromyscus","Peromyscus maniculatus",NA,"Munro, JA","2193",1951-01-29,"7.5 mi SW of Oracle, Highway 77",32.6,-110.766667,1428.000001,1428.000001,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.43160061310553,5.98629429118386
"59","ROM","28933","Rodentia","Cricetidae","Peromyscus","Peromyscus maniculatus",NA,"Munro, JA","2194",1951-01-29,"7.5 mi SW of Oracle, Highway 77",32.6,-110.766667,1428.000001,1428.000001,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.43160061310553,5.98629429118386
"60","ROM","30221","Rodentia","Cricetidae","Neotoma","Neotoma mexicana",NA,"Munro, JA","3157",1953-02-06,"Santa Catalina Mountains, Bear Canyon",32.3477633,-110.7373483,1437.33365,1437.33365,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.42815420728376,5.9816388176209
"61","ROM","30222","Rodentia","Cricetidae","Neotoma","Neotoma mexicana",NA,"Munro, JA","3187",1953-02-20,"Santa Catalina Mountains, Bear Canyon",32.3477633,-110.7373483,1437.33365,1437.33365,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.42815420728376,5.9816388176209
"62","MSB","MSB:Mamm:64732","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus penicillatus",NA,"Collector(s): Robert DeWitt Ivey",NA,1980-04-01,"10 MI N, 3 MI E OF TUCSON",32.3668619,-110.8750518,2101.559291,2101.559291,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.18289202567551,5.65033378231089
"63","MSB","MSB:Mamm:64733","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus penicillatus",NA,"Collector(s): Robert DeWitt Ivey",NA,1980-04-01,"10 MI N, 3 MI E OF TUCSON",32.3668619,-110.8750518,2101.559291,2101.559291,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.18289202567551,5.65033378231089
"64","MSB","MSB:Mamm:179069","Rodentia","Cricetidae","Reithrodontomys","Reithrodontomys megalotis",NA,"Collector(s): Victor E. Diersing","719",1973-06-09,"6 mi SSE Oracle",32.5305,-110.7316,1599.984003,1599.984003,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.36809633243857,5.90051144520761
"65","MSB","MSB:Mamm:174991","Rodentia","Cricetidae","Peromyscus","Peromyscus maniculatus",NA,"Collector(s): David J. Schmidly","730",1966-11-11,"Santa Catalina Mountains",32.43035,-110.70537,2029.321434,2029.321434,"PRESERVED_SPECIMEN","non-UAZ pre-2021",NA,-4.20956551328115,5.68636486013578
"66","UAZ","UAZ 02410","Chiroptera","Vespertilionidae","Parastrellus","Parastrellus hesperus","M","S. Cross","273",1962-03-16,"Lower Bear Canyon Picnic Grounds, Santa Catalina Mts.",32.37444,-110.69,NA,1804,"PRESERVED_SPECIMEN","UAZ","Pima",NA,NA
"67","UAZ","UAZ 02411","Chiroptera","Vespertilionidae","Parastrellus","Parastrellus hesperus","F","S. Cross","274",1962-03-16,"Lower Bear Canyon Picnic Grounds, Santa Catalina Mts.",32.37444,-110.69,NA,1804,"PRESERVED_SPECIMEN","UAZ","Pima",NA,NA
