gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1211832096,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28927,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,,SPECIES,"Peromyscus eremicus (Baird, 1857)",Peromyscus eremicus,,US,"10 mi S of Tucson, Black Mountain",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1951-01-27T00:00:00,27,1,1951,2437981,2437981,PRESERVED_SPECIMEN,ROM,Mammals,28927,2183,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",TOPOTYPE,,2023-09-07T10:34:48.860Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832093,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28975,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,,SPECIES,"Peromyscus eremicus (Baird, 1857)",Peromyscus eremicus,,US,10 mi S of Tucson,Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1952-03-06T00:00:00,6,3,1952,2437981,2437981,PRESERVED_SPECIMEN,ROM,Mammals,28975,2704,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.860Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832091,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:20613,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma albigula,,SPECIES,"Neotoma albigula Hartley, 1894",Neotoma albigula,,US,Tucson,Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1939-03-10T00:00:00,10,3,1939,2438454,2438454,PRESERVED_SPECIMEN,ROM,Mammals,20613,185,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Brooks, AC",,,2023-09-07T10:34:48.860Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832090,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:29967,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys bottae,,SPECIES,"Thomomys bottae (Eydoux & Gervais, 1836)",Thomomys bottae,,US,"24 km N of Tucson, Near Canon Del Oro",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1951-02-01T00:00:00,1,2,1951,2439385,2439385,PRESERVED_SPECIMEN,ROM,Mammals,29967,2206,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.860Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832084,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28958,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,,SPECIES,"Peromyscus eremicus (Baird, 1857)",Peromyscus eremicus ?,,US,"18 mi Ene of Tucson, Aqua Caliente Wash",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1952-02-15T00:00:00,15,2,1952,2437981,2437981,PRESERVED_SPECIMEN,ROM,Mammals,28958,2663,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.859Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832083,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:24465,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma albigula,,SPECIES,"Neotoma albigula Hartley, 1894",Neotoma albigula,,US,"Tucson, 12.8 km E of Saguard National Monument",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1953-05-15T00:00:00,15,5,1953,2438454,2438454,PRESERVED_SPECIMEN,ROM,Mammals,24465,3613-86,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Foster, JB",,,2023-09-07T10:34:48.859Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832081,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:30712,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus baileyi,,SPECIES,"Chaetodipus baileyi (Merriam, 1894)",Chaetodipus baileyi,,US,"40 mi W of Tucson, Near Ajo Road, 15 mi W of Robbles Ranch",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1953-02-27T00:00:00,27,2,1953,2439581,2439581,PRESERVED_SPECIMEN,ROM,Mammals,30712,3199,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.859Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832080,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28980,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,,SPECIES,"Peromyscus eremicus (Baird, 1857)",Peromyscus eremicus,,US,"10 mi S of Tucson, Black Mountain",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1952-03-22T00:00:00,22,3,1952,2437981,2437981,PRESERVED_SPECIMEN,ROM,Mammals,28980,2738,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",TOPOTYPE,,2023-09-07T10:34:48.859Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832068,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28969,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,,SPECIES,"Peromyscus eremicus (Baird, 1857)",Peromyscus eremicus,,US,"10 mi W of Tucson, Atlas Valley, 15 mi E of Robles Ranch",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1952-02-28T00:00:00,28,2,1952,2437981,2437981,PRESERVED_SPECIMEN,ROM,Mammals,28969,2693,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.859Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832060,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28930,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,,SPECIES,"Peromyscus eremicus (Baird, 1857)",Peromyscus eremicus,,US,"10 mi S of Tucson, Black Mountain",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1951-01-27T00:00:00,27,1,1951,2437981,2437981,PRESERVED_SPECIMEN,ROM,Mammals,28930,2191,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",TOPOTYPE,,2023-09-07T10:34:48.859Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832057,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28965,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,,SPECIES,"Peromyscus eremicus (Baird, 1857)",Peromyscus eremicus,,US,"5 mi SW of Tucson, Robles Pass",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1952-02-27T00:00:00,27,2,1952,2437981,2437981,PRESERVED_SPECIMEN,ROM,Mammals,28965,2687,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.859Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832056,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28928,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,,SPECIES,"Peromyscus eremicus (Baird, 1857)",Peromyscus eremicus,,US,"10 mi S of Tucson, Black Mountain",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1951-01-27T00:00:00,27,1,1951,2437981,2437981,PRESERVED_SPECIMEN,ROM,Mammals,28928,2184,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",TOPOTYPE,,2023-09-07T10:34:48.859Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832055,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:30714,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus penicillatus,,SPECIES,"Chaetodipus penicillatus (Woodhouse, 1852)",Chaetodipus penicillatus,,US,"40 km W of Tucson, Robles Ranch",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1953-03-10T00:00:00,10,3,1953,2439591,2439591,PRESERVED_SPECIMEN,ROM,Mammals,30714,3210,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.859Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832051,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:30702,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus intermedius,,SPECIES,"Chaetodipus intermedius (Merriam, 1889)",Chaetodipus intermedius,,US,"16 km S of Tucson, Black Mountain",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1952-03-24T00:00:00,24,3,1952,2439589,2439589,PRESERVED_SPECIMEN,ROM,Mammals,30702,2750,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",TOPOTYPE,,2023-09-07T10:34:48.859Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832031,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:30696,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus baileyi,,SPECIES,"Chaetodipus baileyi (Merriam, 1894)",Chaetodipus baileyi,,US,"27 km W of Tucson, Altervalley, 13.6 km E of Robles Ranch",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1952-02-28T00:00:00,28,2,1952,2439581,2439581,PRESERVED_SPECIMEN,ROM,Mammals,30696,2695,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.858Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832024,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:30713,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus baileyi,,SPECIES,"Chaetodipus baileyi (Merriam, 1894)",Chaetodipus baileyi,,US,"40 mi W of Tucson, Near Ajo Road, 15 mi W of Robbles Ranch",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1953-02-26T00:00:00,26,2,1953,2439581,2439581,PRESERVED_SPECIMEN,ROM,Mammals,30713,3200,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.858Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211832011,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:30699,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus,Chaetodipus baileyi,,SPECIES,"Chaetodipus baileyi (Merriam, 1894)",Chaetodipus baileyi,,US,"64 km W of Tucson, North Base of Coyote Mountains, 15 mi W of Robbles Ranch",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1952-03-13T00:00:00,13,3,1952,2439581,2439581,PRESERVED_SPECIMEN,ROM,Mammals,30699,2716,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.858Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211831998,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:29032,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,,SPECIES,"Peromyscus eremicus (Baird, 1857)",Peromyscus eremicus,,US,"40 mi W of Tucson, Near Ajo Road, 15 mi W of Robles Ranch",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1953-02-27T00:00:00,27,2,1953,2437981,2437981,PRESERVED_SPECIMEN,ROM,Mammals,29032,3206,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.762Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211831989,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28970,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus eremicus,,SPECIES,"Peromyscus eremicus (Baird, 1857)",Peromyscus eremicus,,US,"10 mi W of Tucson, Atlas Valley, 15 mi E of Robles Ranch",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.25,-110.95,,,,,,,1952-02-28T00:00:00,28,2,1952,2437981,2437981,PRESERVED_SPECIMEN,ROM,Mammals,28970,2694,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:48.773Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211783167,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:29014,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,,SPECIES,"Peromyscus maniculatus (Wagner, 1845)",Peromyscus maniculatus,,US,"Santa Catalina Mountains, Bear Wallow",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.424261,-110.739649,0.15,,,,,,1953-02-13T00:00:00,13,2,1953,2437967,2437967,PRESERVED_SPECIMEN,ROM,Mammals,29014,3166,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.716Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211783151,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:29018,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,,SPECIES,"Peromyscus maniculatus (Wagner, 1845)",Peromyscus maniculatus,,US,"Santa Catalina Mountains, Bear Wallow",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.424261,-110.739649,0.15,,,,,,1953-02-13T00:00:00,13,2,1953,2437967,2437967,PRESERVED_SPECIMEN,ROM,Mammals,29018,3170,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.715Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211783149,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:29017,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,,SPECIES,"Peromyscus maniculatus (Wagner, 1845)",Peromyscus maniculatus,,US,"Santa Catalina Mountains, Bear Wallow",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.424261,-110.739649,0.15,,,,,,1952-02-13T00:00:00,13,2,1952,2437967,2437967,PRESERVED_SPECIMEN,ROM,Mammals,29017,3169,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.716Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211783145,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:29015,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,,SPECIES,"Peromyscus maniculatus (Wagner, 1845)",Peromyscus maniculatus,,US,"Santa Catalina Mountains, Bear Wallow",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.424261,-110.739649,0.15,,,,,,1953-02-13T00:00:00,13,2,1953,2437967,2437967,PRESERVED_SPECIMEN,ROM,Mammals,29015,3167,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.716Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211783140,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:29016,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,,SPECIES,"Peromyscus maniculatus (Wagner, 1845)",Peromyscus maniculatus,,US,"Santa Catalina Mountains, Bear Wallow",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.424261,-110.739649,0.15,,,,,,1953-02-13T00:00:00,13,2,1953,2437967,2437967,PRESERVED_SPECIMEN,ROM,Mammals,29016,3168,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.715Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211783127,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:29019,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,,SPECIES,"Peromyscus maniculatus (Wagner, 1845)",Peromyscus maniculatus,,US,"Santa Catalina Mountains, Bear Wallow",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.424261,-110.739649,0.15,,,,,,1953-02-13T00:00:00,13,2,1953,2437967,2437967,PRESERVED_SPECIMEN,ROM,Mammals,29019,3171,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.715Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211783104,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:29020,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,,SPECIES,"Peromyscus maniculatus (Wagner, 1845)",Peromyscus maniculatus,,US,"Santa Catalina Mountains, Bear Wallow",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.424261,-110.739649,0.15,,,,,,1953-02-13T00:00:00,13,2,1953,2437967,2437967,PRESERVED_SPECIMEN,ROM,Mammals,29020,3172,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.714Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211782672,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28546,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus aberti,,SPECIES,"Sciurus aberti Woodhouse, 1853",Sciurus aberti,,US,"Palisade Ranger Station, Near Santa Catalina Mountains",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.4108615,-110.7146483,0.01,,,,,,1953-02-12T00:00:00,12,2,1953,5219667,5219667,PRESERVED_SPECIMEN,ROM,Mammals,28546,3177,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.171Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211781296,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:30137,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Notiosorex,Notiosorex crawfordi,,SPECIES,"Notiosorex crawfordi (Coues, 1877)",Notiosorex crawfordi,,US,"Santa Catalina Mountains, Upper Bear Canyon, Reservation",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.3696628,-110.7055477,2.2,,,,,,1951-02-10T00:00:00,10,2,1951,2435812,2435812,PRESERVED_SPECIMEN,ROM,Mammals,30137,2237,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.063Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211781054,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28465,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,,SPECIES,"Tamias dorsalis Baird, 1855",Tamias dorsalis,,US,"Santa Catalina Mountains, Bear Canyon",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.3477633,-110.7373483,4.4,,,,,,1953-02-05T00:00:00,5,2,1953,2437431,2437431,PRESERVED_SPECIMEN,ROM,Mammals,28465,3147,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.073Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211781048,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28466,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,,SPECIES,"Tamias dorsalis Baird, 1855",Tamias dorsalis,,US,"Santa Catalina Mountains, Bear Canyon",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.3477633,-110.7373483,4.4,,,,,,1953-02-05T00:00:00,5,2,1953,2437431,2437431,PRESERVED_SPECIMEN,ROM,Mammals,28466,3148,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.072Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211781045,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28476,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,,SPECIES,"Tamias dorsalis Baird, 1855",Tamias dorsalis,,US,"Santa Catalina Mountains, Bear Wallow",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.424261,-110.739649,0.15,,,,,,1953-02-13T00:00:00,13,2,1953,2437431,2437431,PRESERVED_SPECIMEN,ROM,Mammals,28476,3176,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.073Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211781044,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28468,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,,SPECIES,"Tamias dorsalis Baird, 1855",Tamias dorsalis,,US,"Santa Catalina Mountains, Bear Canyon",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.3477633,-110.7373483,4.4,,,,,,1953-02-06T00:00:00,6,2,1953,2437431,2437431,PRESERVED_SPECIMEN,ROM,Mammals,28468,3154,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.073Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
1211781039,c5c4a23e-2035-4416-ab64-032d6df52ddb,URI:catalog:ROM:Mammals:28467,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias dorsalis,,SPECIES,"Tamias dorsalis Baird, 1855",Tamias dorsalis,,US,"Santa Catalina Mountains, Bear Canyon",Arizona,PRESENT,,ff418020-1d67-11d9-8435-b8a03c50a862,32.3477633,-110.7373483,4.4,,,,,,1953-02-05T00:00:00,5,2,1953,2437431,2437431,PRESERVED_SPECIMEN,ROM,Mammals,28467,3149,,,CC_BY_NC_4_0,Royal Ontario Museum; ROM,"Munro, JA",,,2023-09-07T10:34:49.074Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
