gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
919448892,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.13262,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon arizonae,cienegae,SUBSPECIES,"Sigmodon hispidus cienegae A.B.Howell, 1919",Sigmodon hispidus cienegae,,US,Oracle,Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.6108552,-110.7707512,5969,,,,,,1968-04-30T00:00:00,30,4,1968,8894068,2438148,PRESERVED_SPECIMEN,MSU,MR,MR.13262,183,,,CC0_1_0,,Donald F. Switzenberg,,Native,2023-09-06T21:59:17.433Z,,COORDINATE_REPROJECTED
919448493,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.33759,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,,,GENUS,"Peromyscus Gloger, 1841",Peromyscus intermedius,,US,"Molino Basin, Coronado National Forest, 22 mi. NE Tuscon",Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.3356639,-110.6962472,819,,,,,,1961-07-16T00:00:00,16,7,1961,2437961,,PRESERVED_SPECIMEN,MSU,MR,MR.33759,RGT183,,,CC0_1_0,,Robert G. Tuck,,Native,2023-09-06T21:59:17.233Z,,COORDINATE_REPROJECTED;TAXON_MATCH_HIGHERRANK
919443720,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.10836,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,,SPECIES,"Sigmodon hispidus Say & Ord, 1825",Sigmodon hispidus,,US,Oracle,Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.6108552,-110.7707512,5969,,,,,,1966-02-15T00:00:00,15,2,1966,2438147,2438147,PRESERVED_SPECIMEN,MSU,MR,MR.10836,87,,,CC0_1_0,,Richard E. Fitzner,,,2023-09-06T21:59:17.083Z,,COORDINATE_REPROJECTED
919443556,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.10738,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon arizonae,cienegae,SUBSPECIES,"Sigmodon hispidus cienegae A.B.Howell, 1919",Sigmodon hispidus cienegae,,US,Oracle,Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.6108552,-110.7707512,5969,,,,,,1966-01-04T00:00:00,4,1,1966,8894068,2438148,PRESERVED_SPECIMEN,MSU,MR,MR.10738,23,,,CC0_1_0,,Richard E. Fitzner,,,2023-09-06T21:59:17.085Z,,COORDINATE_REPROJECTED
919439769,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.10693,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon arizonae,cienegae,SUBSPECIES,"Sigmodon hispidus cienegae A.B.Howell, 1919",Sigmodon hispidus cienegae,,US,Oracle,Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.6108552,-110.7707512,5969,,,,,,1965-01-01T00:00:00,,,1965,8894068,2438148,PRESERVED_SPECIMEN,MSU,MR,MR.10693,463,,,CC0_1_0,,Michael K. Petersen,,,2023-09-06T21:59:17.090Z,,COORDINATE_REPROJECTED
919438863,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.33754,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,,,GENUS,"Peromyscus Gloger, 1841",Peromyscus,,US,"Molino Basin, Coronado National Forest, 22 mi. NE Tuscon",Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.3356639,-110.6962472,819,,,,,,1961-07-16T00:00:00,16,7,1961,2437961,,PRESERVED_SPECIMEN,MSU,MR,MR.33754,RGT185,,,CC0_1_0,,Robert G. Tuck,,Native,2023-09-06T21:59:17.233Z,,COORDINATE_REPROJECTED
919433607,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.33758,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,,,GENUS,"Peromyscus Gloger, 1841",Peromyscus intermedius,,US,"Molino Basin, Coronado National Forest, 22 mi. NE Tuscon",Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.3356639,-110.6962472,819,,,,,,1961-07-14T00:00:00,14,7,1961,2437961,,PRESERVED_SPECIMEN,MSU,MR,MR.33758,RGT181,,,CC0_1_0,,Robert G. Tuck,,Native,2023-09-06T21:59:17.233Z,,COORDINATE_REPROJECTED;TAXON_MATCH_HIGHERRANK
919430991,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.10737,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon arizonae,cienegae,SUBSPECIES,"Sigmodon hispidus cienegae A.B.Howell, 1919",Sigmodon hispidus cienegae,,US,Oracle,Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.6108552,-110.7707512,5969,,,,,,1966-01-04T00:00:00,4,1,1966,8894068,2438148,PRESERVED_SPECIMEN,MSU,MR,MR.10737,22,,,CC0_1_0,,Richard E. Fitzner,,,2023-09-06T21:59:17.086Z,,COORDINATE_REPROJECTED
919430914,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.33753,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,,,GENUS,"Peromyscus Gloger, 1841",Peromyscus,,US,"Molino Basin, Coronado National Forest, 22 mi. NE Tuscon",Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.3356639,-110.6962472,819,,,,,,1961-07-15T00:00:00,15,7,1961,2437961,,PRESERVED_SPECIMEN,MSU,MR,MR.33753,RGT182,,,CC0_1_0,,Robert G. Tuck,,Native,2023-09-06T21:59:17.233Z,,COORDINATE_REPROJECTED
919426503,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.13263,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon arizonae,cienegae,SUBSPECIES,"Sigmodon hispidus cienegae A.B.Howell, 1919",Sigmodon hispidus cienegae,,US,Oracle,Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.6108552,-110.7707512,5969,,,,,,1968-04-30T00:00:00,30,4,1968,8894068,2438148,PRESERVED_SPECIMEN,MSU,MR,MR.13263,184,,,CC0_1_0,,Donald F. Switzenberg,,Native,2023-09-06T21:59:17.433Z,,COORDINATE_REPROJECTED
919425458,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.11139,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,,SPECIES,"Sigmodon hispidus Say & Ord, 1825",Sigmodon hispidus,,US,Oracle,Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.6108552,-110.7707512,5969,,,,,,1966-04-19T00:00:00,19,4,1966,2438147,2438147,PRESERVED_SPECIMEN,MSU,MR,MR.11139,124,,,CC0_1_0,,Francis E. Welling,,,2023-09-06T21:59:16.843Z,,COORDINATE_REPROJECTED
919424790,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.10800,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon arizonae,cienegae,SUBSPECIES,"Sigmodon hispidus cienegae A.B.Howell, 1919",Sigmodon hispidus cienegae,,US,Parents from Oracle,Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.6108552,-110.7707512,5969,,,,,,1966-01-31T00:00:00,31,1,1966,8894068,2438148,PRESERVED_SPECIMEN,MSU,MR,MR.10800,69,,,CC0_1_0,,Richard E. Fitzner,,,2023-09-06T21:59:17.082Z,,COORDINATE_REPROJECTED
919423212,22a66350-7947-4a49-84a3-39c7c1b0881f,urn:catalog:MSU:MR:MR.12347,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,,SPECIES,"Sigmodon hispidus Say & Ord, 1825",Sigmodon hispidus,,US,Oracle,Arizona,PRESENT,,311e2740-f15a-11d8-b22f-b8a03c50a862,32.6108552,-110.7707512,5969,,,,,,1965-01-01T00:00:00,,,1965,2438147,2438147,PRESERVED_SPECIMEN,MSU,MR,MR.12347,640,,,CC0_1_0,,Michael K. Petersen,,,2023-09-06T21:59:16.424Z,,COORDINATE_REPROJECTED
911694251,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:63274,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Hypsugo,,,GENUS,"Hypsugo Kolenati, 1856",Hypsugo hesperus hesperus,,US,TUCSON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.221775,-110.926445,28661,,,,,,1992-03-20T00:00:00,20,3,1992,4266275,,PRESERVED_SPECIMEN,TTU,Mammals,63274,,,,CC_BY_4_0,,"HOUCK, M A",,Native,2023-09-07T08:08:26.524Z,,COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911676965,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:45887,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,MT. LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-05-11T00:00:00,11,5,1982,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,45887,789,,,CC_BY_4_0,,"QUMSIYEH, M B",,Native,2023-09-07T08:08:25.838Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911676938,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:45886,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,MT. LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-05-11T00:00:00,11,5,1982,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,45886,788,,,CC_BY_4_0,,"QUMSIYEH, M B",,Native,2023-09-07T08:08:25.838Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911676925,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:45883,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,MT. LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-05-11T00:00:00,11,5,1982,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,45883,1211,,,CC_BY_4_0,,"HOOD, C S",,Native,2023-09-07T08:08:25.838Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911676910,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:45885,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,MT. LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-05-11T00:00:00,11,5,1982,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,45885,787,,,CC_BY_4_0,,"QUMSIYEH, M B",,Native,2023-09-07T08:08:25.838Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911676881,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:45884,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,MT. LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-05-11T00:00:00,11,5,1982,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,45884,1212A,,,CC_BY_4_0,,"HOOD, C S",,Native,2023-09-07T08:08:25.838Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911670006,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:38763,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,MT. LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-08-22T00:00:00,22,8,1982,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,38763,938,,,CC_BY_4_0,,"HOOD, C S; STANGL, F B",,Native,2023-09-07T08:08:24.491Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911669981,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:38765,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,MT. LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-08-22T00:00:00,22,8,1982,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,38765,940,,,CC_BY_4_0,,"HOOD, C S; STANGL, F B",,Native,2023-09-07T08:08:24.491Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911669955,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:38764,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,MT. LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-08-22T00:00:00,22,8,1982,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,38764,939,,,CC_BY_4_0,,"HOOD, C S; STANGL, F B",,Native,2023-09-07T08:08:24.491Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911668066,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:36779,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,,SPECIES,"Peromyscus leucopus (Rafinesque, 1818)",Peromyscus leucopus,,US,MOUNT LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-05-11T00:00:00,11,5,1982,2438019,2438019,PRESERVED_SPECIMEN,TTU,Mammals,36779,10738,,,CC_BY_4_0,,"HOOD, C S; ROBBINS, L W",,Native,2023-09-07T08:08:26.384Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911668060,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:36778,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,,SPECIES,"Peromyscus leucopus (Rafinesque, 1818)",Peromyscus leucopus,,US,MOUNT LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-05-11T00:00:00,11,5,1982,2438019,2438019,PRESERVED_SPECIMEN,TTU,Mammals,36778,10737,,,CC_BY_4_0,,"HOOD, C S; ROBBINS, L W",,Native,2023-09-07T08:08:26.384Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911668056,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:36777,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,,SPECIES,"Peromyscus leucopus (Rafinesque, 1818)",Peromyscus leucopus,,US,MOUNT LEMMON,Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.443176,-110.788452,1785,,2590.8,0,,,1982-05-11T00:00:00,11,5,1982,2438019,2438019,PRESERVED_SPECIMEN,TTU,Mammals,36777,10736,,,CC_BY_4_0,,"HOOD, C S; ROBBINS, L W",,Native,2023-09-07T08:08:26.385Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911649502,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:18320,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus boylii,,SPECIES,"Peromyscus boylii (Baird, 1855)",Peromyscus boylii rowleyi,,US,"SANTA CATALINA MTS, BEAR WALLOW AREA",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.424274,-110.739845,256,,,,,,1966-06-10T00:00:00,10,6,1966,2438038,2438038,PRESERVED_SPECIMEN,TTU,Mammals,18320,668,,,CC_BY_4_0,,"MARTIN, R E",,Native,2023-09-07T08:08:26.506Z,,COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644948,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13768,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13768,626,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644944,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13774,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13774,632,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644936,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13789,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13789,749,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644935,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13783,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13783,742,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644933,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13782,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13782,741,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644929,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13770,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13770,628,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644919,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13786,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13786,745,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644918,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13788,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13788,748,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644917,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13773,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13773,631,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644916,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13766,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13766,624,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
911644914,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:13785,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,SPECIES,"Peromyscus melanotis J.A.Allen & Chapman, 1897",Peromyscus melanotis,,US,"38.4 MI N TUCSON, SANTA CATALINA MTS, BEAR WALLOW CMPD",Arizona,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,32.423378,-110.735649,14,,,,,,1972-04-06T00:00:00,6,4,1972,2437974,2437974,PRESERVED_SPECIMEN,TTU,Mammals,13785,744,,,CC_BY_4_0,,"BOWERS, J H",,Native,2023-09-07T08:08:25.995Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
