Museum,Museum Abbreviation,Catalog Number,Special Collections,Kind of Object,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Date Collected,Ocean,Sea/Gulf,Bay/Sound,Island Name,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Collector(s),Other Numbers (Type: Value),Sex/Stage,Preparation Details (Preparation:Remarks),Microhabitat Description,Reproductive Condition,Progeny Details,Measurements,Stomach Contents,Collection Method,Number of Individuals,Sexual Maturity,Physical Maturity,Specimen Condition,Injury,Parasite,Bibliography,Notes,Genetic Sample Type,Biorepository Number,Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Depleted?,Record Last Modified,EZID
,USNM,14556,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,25 May 1884,,,,,United States,Arizona,Pima,"Tucson, 15 mi S",,,,"Nelson, E. W.",Mammals Field Number: 2,Unknown,Skin,,,,,,,,,,,,,,,,,,,,,,6/5/2020 18:14,http://n2t.net/ark:/65665/3c289a7ac-232c-4c0e-a73a-fabdc23d742f
,USNM,36538,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,31 Oct 1892,,,,,United States,Arizona,Pima,"Tucson, 15 mi S",,,,"Streator, C. P.",Mammals Field Number: 2257; Other Catalog Number: A0048923,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,6/1/2020 19:42,http://n2t.net/ark:/65665/3f6c03395-2144-43bd-8a8a-284ad2990421
,USNM,59231,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,28 Dec 1893,,,,,United States,Arizona,Pima,La Osa,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2746,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:20,http://n2t.net/ark:/65665/324cd741f-9932-4c32-aa01-dc84968f4ff7
,USNM,59861,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,31 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2876,Female : Adult,Skin; Skull,,,,,,,,,,,,,"Helgen, K. M., et al. Apr 2009 [""2009 Apr""]. Generic revision in the Holarctic ground squirrel genus Spermophilus. Journal of Mammalogy. 90 (2): 270-305.",,,,,,,,,5/27/2020 14:31,http://n2t.net/ark:/65665/31451ff88-ce5e-4823-865c-92bedabca6b0
,USNM,59863,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,6 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2935,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:31,http://n2t.net/ark:/65665/369d67ef3-6858-443d-a53a-3240b0aa4673
,USNM,59862,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,6 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2936,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:31,http://n2t.net/ark:/65665/3edecdc69-db3f-4265-94a0-4c320b17cd88
,USNM,59864,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,29 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2854,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:31,http://n2t.net/ark:/65665/3fcf3f8c4-d3a8-4cef-ae4f-d99dfcfba41c
,USNM,59865,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,31 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2875,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:31,http://n2t.net/ark:/65665/34a3a25e5-a11b-4183-aeb1-d955d5772423
,USNM,59882,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,26 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2837,Female : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:31,http://n2t.net/ark:/65665/3a890963b-7af3-459b-9501-2612b0874659
,USNM,229510,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,7/8/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.",Mammals Field Number: 171,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/3d29f7a22-1955-4b89-a039-2e4c55905e34
,USNM,229512,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,8/31/1918,,,,,United States,Arizona,Pima,"Bear Canyon, Mouth Of, S Catalina Mountains",,,,"Howell, A. B.",Mammals Field Number: 276,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/3655c6228-accd-4b7b-af5e-2576257c066b
,USNM,229513,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,8/31/1918,,,,,United States,Arizona,Pima,"Bear Canyon, Mouth Of, S Catalina Mountains",,,,"Howell, A. B.",Mammals Field Number: 277,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/3a1852643-485f-400d-b6ca-a83de6b65a01
,USNM,251284,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,7/9/1931,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, Santa Rita Experimental Range Climatic Station",,,,"Taylor, W. P.",Mammals Field Number: 1938,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/3d68159a3-8307-4332-a5d7-041212135eeb
,USNM,251285,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,7/18/1931,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, Santa Rita Experimental Range Climatic Station",,,1189,"Taylor, W. P.",Mammals Field Number: 1975,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:59,http://n2t.net/ark:/65665/37ef50939-ca17-4fe1-9386-2fff48e36f43
,USNM,313856,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,10/4/1957,,,,,United States,Arizona,Pima,"Tucson, 18 Mi NW, NE Quarter Of SW Quarter Of Section 33 Township 11, S Of Range 13 E",,,814,"Carrell, W. D.",Mammals Field Number: 4,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,3/27/2020 19:28,http://n2t.net/ark:/65665/394632fff-1e03-428d-b554-ad7cc32bb1c5
,USNM,293416,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,4/16/1930,,,,,United States,Arizona,Pima,"Tucson, 9 Mi N",,,,"Dice, L. R.",Mammals Field Number: 185/61741,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/1/2020 14:52,http://n2t.net/ark:/65665/37398322a-a55b-4389-b2e3-61a680b913a0
,USNM,313858,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,10/8/1957,,,,,United States,Arizona,Pima,"Catalina Foothills, 8 Mi N, 0.5 Mi E University Of Arizona Campus",,,,"Johnson, R. D.",Mammals Field Number: 2,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,3/27/2020 19:28,http://n2t.net/ark:/65665/3120878e6-dad5-4305-bb6c-6d24607921f4
,USNM,313859,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,1/10/1958,,,,,United States,Arizona,Pima,"Tucson, 3 Mi N Of Rillito Creek, E Of Camp Bell Avenue",,,732,"Tisch, E. L.",Mammals Field Number: 5,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,3/27/2020 19:28,http://n2t.net/ark:/65665/353326d98-ce52-4422-ab46-bd9484ae59ee
,USNM,248491,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,8/30/1928,,,,,United States,Arizona,Pima,"Tucson, 15 mi S",,,,"Taylor, W. P.",Mammals Field Number: No Number,Unknown,Fluid,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:12,http://n2t.net/ark:/65665/3ec083c2f-e75c-4863-91aa-f34f06964f2e
,USNM,248492,,Specimen/Lot,1,Ammospermophilus harrisii harrisii,,Ammospermophilus harrisii harrisii : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,8/30/1928,,,,,United States,Arizona,Pima,"Tucson, 15 mi S",,,,"Taylor, W. P.",Mammals Field Number: No Number,Unknown,Anatomical:genitalia; Fluid,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:12,http://n2t.net/ark:/65665/323b88bcb-526a-4d5d-bd7e-4b2cf4985bfc
,USNM,229503,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii saxicola,,Ammospermophilus harrisii saxicola : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,6/28/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.",Mammals Field Number: 142,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/3654bb5df-9936-4d2c-8fea-82ee902cf691
,USNM,229505,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii saxicola,,Ammospermophilus harrisii saxicola : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,6/27/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.",Mammals Field Number: 139,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/314514799-0af6-4225-a090-bbc05cae3248
,USNM,229506,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii saxicola,,Ammospermophilus harrisii saxicola : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,6/28/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.",Mammals Field Number: 145,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/36cbb210b-2337-432e-966f-2c496e7f3d84
,USNM,229507,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii saxicola,,Ammospermophilus harrisii saxicola : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,6/28/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.",Mammals Field Number: 144,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/3a6236b8a-c5a7-4888-b648-d60396ac25a0
,USNM,229508,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii saxicola,,Ammospermophilus harrisii saxicola : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,6/28/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.",Mammals Field Number: 143,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/35ab58683-2f74-4356-b209-c9c2733711d3
,USNM,229509,Biological Survey Specimen,Specimen/Lot,1,Ammospermophilus harrisii saxicola,,Ammospermophilus harrisii saxicola : Sciuridae : Rodentia : Mammalia : Chordata,Rodentia,Sciuridae,,,6/27/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.",Mammals Field Number: 138,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/3478c1111-b8bc-4158-87a2-b1ddb63d2541
,USNM,565928,Biological Survey Specimen,Specimen/Lot,1,Antilocapra americana sonoriensis,,Antilocapra americana sonoriensis : Antilocapridae : Artiodactyla : Mammalia : Chordata,Artiodactyla,Antilocapridae,,,6/20/1989,,,,,United States,Arizona,Pima,"Organ Pipe National Monument, T15s, R7w, S3",,,,"Hughes, K.; Mitchell, D.",Mammals Field Number: No Number,Male : Adult,Skull,,,,,,,,,,,,,,,,,,,,,,9/21/2020 18:46,http://n2t.net/ark:/65665/3bf460ad6-1f43-489d-b599-a91a105a70b4
,USNM,565929,Biological Survey Specimen,Specimen/Lot,1,Antilocapra americana sonoriensis,,Antilocapra americana sonoriensis : Antilocapridae : Artiodactyla : Mammalia : Chordata,Artiodactyla,Antilocapridae,,,6/23/1989,,,,,United States,Arizona,Pima,"Organ Pipe National Monument, T15s, R7w, S3",,,,"Hughes, K.; Mitchell, D.; Ellis, C.",Mammals Field Number: No Number,Male : Adult,Skull,,,,,,,,,,,,,,,,,,,,,,9/21/2020 18:46,http://n2t.net/ark:/65665/3c8af426c-bcf5-40e5-9990-1a826669f37e
,USNM,563013,Biological Survey Specimen,Specimen/Lot,1,Antilocapra americana sonoriensis,,Antilocapra americana sonoriensis : Antilocapridae : Artiodactyla : Mammalia : Chordata,Artiodactyla,Antilocapridae,,,7/13/1984,,,,,United States,Arizona,Pima,"Organ Pipe National Monument, Bates Well, 0.5 Mi N, 0.9 Mi W; T14s, R7w, S27",,,427,"Wright, R.",Mammals Field Number: No Number,Male,Skeleton; Skull,Ecological remarks by collector(s): yes,unknown   yes,,,,,,,,,,,,,,,,,,,,9/21/2020 18:46,http://n2t.net/ark:/65665/3cea464e9-f794-4a74-82b1-732f1b1d3a23
,USNM,563014,Biological Survey Specimen,Specimen/Lot,1,Antilocapra americana sonoriensis,,Antilocapra americana sonoriensis : Antilocapridae : Artiodactyla : Mammalia : Chordata,Artiodactyla,Antilocapridae,,,3/2/1985,,,,,United States,Arizona,Pima,"Cabeza Prieta Natl Wldlf Ref., Lower Well, 2.5 Km SW; T13s, R7w, S4 SW Corner",,,,"Wright, R.",Mammals Field Number: No Number,Female,Skeleton; Skull,Ecological remarks by collector(s): yes,unknown   yes,,,,,,,,,,,,,,,,,,,,1/17/2024 16:39,http://n2t.net/ark:/65665/3e826396c-2141-4857-93e1-29ac62a64b23
,USNM,563015,Biological Survey Specimen,Specimen/Lot,1,Antilocapra americana sonoriensis,,Antilocapra americana sonoriensis : Antilocapridae : Artiodactyla : Mammalia : Chordata,Artiodactyla,Antilocapridae,,,5/20/1985,,,,,United States,Arizona,Pima,"Cabeza Prieta Natl Wldlf Ref., San Cristobal Valley, 1.5 Mi W Of Granite Mt., T12s, R10w, S6",,,256,"Wright, R.",Mammals Field Number: No Number,Female : Adult,Skeleton; Skin; Skull,Ecological remarks by collector(s): yes,unknown   yes,,,,,,,,,,,,Skin patch received from Arizona Game and Fish Department.,,,,,,,,9/21/2020 18:46,http://n2t.net/ark:/65665/3b8296f80-a147-4c78-a579-469db6fdeca2
,USNM,567355,Biological Survey Specimen,Specimen/Lot,1,Antilocapra americana sonoriensis,,Antilocapra americana sonoriensis : Antilocapridae : Artiodactyla : Mammalia : Chordata,Artiodactyla,Antilocapridae,,,7/5/1990,,,,,United States,Arizona,Pima,"Organ Pipe National Monument, Ajo, Bates Will- Gray's Cabin",,,,"Mellow, D.",Mammals Field Number: No Number,Male,Skull,Ecological remarks by collector(s): yes,,,,,,,,,,,,,,,,,,,,,9/21/2020 18:46,http://n2t.net/ark:/65665/3ecbc6fb3-75b6-4b56-a394-3797d2771942
,USNM,349476,,Specimen/Lot,1,Antilocapra americana sonoriensis,,Antilocapra americana sonoriensis : Antilocapridae : Artiodactyla : Mammalia : Chordata,Artiodactyla,Antilocapridae,,,6/30/1971,,,,,United States,Arizona,Pima,"Valley of the Ajo, 7 Mi S Of Ajo",,,,"Creasy, J.",Mammals Field Number: No Number,Male,Skull,,,,,,,,,,,,,,,,,,,,,,3/23/2020 20:54,http://n2t.net/ark:/65665/36864d4f8-c924-4b75-98ec-11c7734d1ef6
,USNM,244270,,Specimen/Lot,1,Antrozous pallidus pallidus,,Antrozous pallidus pallidus : Vespertilionidae : Chiroptera : Mammalia : Chordata,Chiroptera,Vespertilionidae,,,5/2/1923,,,,,United States,Arizona,Pima,Tucson,,,,"Taylor, W. P.",Mammals Field Number: 1565,Unknown,Fluid,,,,,,,,,,,,,,,,,,,,,,4/8/2020 16:03,http://n2t.net/ark:/65665/36ee7732b-5070-4382-875b-8f4da3a7f5f2
,USNM,59008,,Specimen/Lot,1,Canis latrans mearnsi,,Canis latrans mearnsi : Canidae : Carnivora : Mammalia : Chordata,Carnivora,Canidae,,,16 Dec 1893,,,,,United States,Arizona,Pima,La Osa,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2670,Female : Immature,Skin,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:16,http://n2t.net/ark:/65665/3a06bc694-b18f-4fe6-80ec-cb200bf85903
,USNM,59896,,Specimen/Lot,1,Canis latrans mearnsi,,Canis latrans mearnsi : Canidae : Carnivora : Mammalia : Chordata,Carnivora,Canidae,,,5 Feb 1894,,,,,United States,Arizona,Pima,Iuitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2926,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:32,http://n2t.net/ark:/65665/371ad7f2a-0c47-4ff5-baaa-e99a0fde25b8
,USNM,59898,,Specimen/Lot,1,Canis latrans mearnsi,,Canis latrans mearnsi : Canidae : Carnivora : Mammalia : Chordata,Carnivora,Canidae,,,7 Feb 1894,,,,,United States,Arizona,Pima,Iuitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2944,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:32,http://n2t.net/ark:/65665/3a76af7b6-4a71-48fc-a178-60c8b31b3c9e
,USNM,59899,Types,Specimen/Lot,1,Canis latrans mearnsi,"Canis mearnsi Merriam, 1897",Canis latrans mearnsi : Canidae : Carnivora : Mammalia : Chordata,Carnivora,Canidae,Type,"Merriam, C. H. 15 Mar 1897 [""1897 Mar 15""]. Proc. Biol. Soc. Wash. 11: 30.",5 Feb 1894,,,,,United States,Arizona,Pima,Quitobaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2925,Male : Young adult,"Skin; Skull:missing left M/3, left M2/, and left P1/",,,,,,,,,,,,,"Fisher, R. D. & Ludwig, C. A. 8 Jun 2016 [""2016 Jun 08""]. Catalog of type specimens of recent mammals: Orders Carnivora, Perissodactyla, Artiodactyla, and Cetacea in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 646: 1-112.",,,,,,,,,3/18/2024 20:03,http://n2t.net/ark:/65665/3471d0002-7137-4f68-a8e0-57e43a51463c
,USNM,60864,,Specimen/Lot,1,Canis latrans mearnsi,,Canis latrans mearnsi : Canidae : Carnivora : Mammalia : Chordata,Carnivora,Canidae,,,7 Feb 1894,,,,,United States,Arizona,Pima,Iuitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2943,Female : Adult,Partial Skin,,,,,,,,,,,,,,,,,,,,,,5/27/2020 15:08,http://n2t.net/ark:/65665/31fb00372-ac7c-4d71-a625-060b13d9fc29
,USNM,288989,,Specimen/Lot,1,Canis latrans mearnsi,,Canis latrans mearnsi : Canidae : Carnivora : Mammalia : Chordata,Carnivora,Canidae,,,10/20/1963,,,,,United States,Arizona,Pima,Papago Indian Reservation,,,,"Dodson, M. M.",Mammals Field Number: No Number,Male,Skull,,,,,,,,,,,,,,,,,,,,,,4/1/2020 20:33,http://n2t.net/ark:/65665/37a37fd64-d024-4fb6-81ae-2b69fc83feee
,USNM,245729,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3/6/1925,,,,,United States,Arizona,Pima,"Sierrita Mountains, 5 Mi S, At Batanote Ranch",,,,"Taylor, W. P.",Mammals Field Number: 1697,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/8/2020 16:28,http://n2t.net/ark:/65665/335f4b6d1-09d2-46e4-a966-3aac6fe4198c
,USNM,245730,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3/6/1925,,,,,United States,Arizona,Pima,"Sierrita Mountains, 5 Mi S, At Batanote Ranch",,,,"Taylor, W. P.",Mammals Field Number: 1698,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/8/2020 16:28,http://n2t.net/ark:/65665/347f6077b-23f4-47f9-891a-3e42e94d2ee4
,USNM,245731,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3/6/1925,,,,,United States,Arizona,Pima,"Sierrita Mountains, 5 Mi S, At Batanote Ranch",,,,"Taylor, W. P.",Mammals Field Number: 1699,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/8/2020 16:28,http://n2t.net/ark:/65665/348339c54-103a-47d9-91ef-7d8a6f7f69e4
,USNM,250064,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/3/1931,,,,,United States,Arizona,Pima,"Tucson, 15 mi S",,,,"Taylor, W. P.",Mammals Field Number: 1933,Female,Skeleton; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:41,http://n2t.net/ark:/65665/3d30a9dd4-3f8c-4f49-8ddd-272eafbb52e4
,USNM,251237,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/8/1930,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, Santa Rita Range Reserve, At Desert Corral",,,1067,"Taylor, W. P.",Mammals Field Number: 1906,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/37eda20b9-0f58-4a89-b416-108c628115ae
,USNM,251243,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/11/1931,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, Santa Rita Exp. Range, Climatic Station, Tp Area",,,1189,"Taylor, W. P.",Mammals Field Number: 1950,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/32c8bb046-ff37-444f-b6e9-d4fc7bf14c0a
,USNM,251244,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/11/1931,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, Santa Rita Exp. Range, Climatic Station, Tp Area",,,1189,"Taylor, W. P.",Mammals Field Number: 1951,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/33b6ea68a-f060-4ff4-87e3-ece417dbe84c
,USNM,251246,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/28/1931,,,,,United States,Arizona,Pima,"Tucson, 40 Mi SE, At Rosemont, Santa Rita Mountains",,,1448,"Quaintance, C. W.; Taylor, W. P.",Mammals Field Number: 1985,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/31ed585c9-13e9-49e5-96b1-21689922a590
,USNM,251247,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/28/1931,,,,,United States,Arizona,Pima,"Tucson, 40 Mi SE, At Rosemont, Santa Rita Mountains",,,1448,"Taylor, W. P.",Mammals Field Number: 1986,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/3501e2896-4206-4c5f-9c22-93e4b0be1a6f
,USNM,251248,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/28/1931,,,,,United States,Arizona,Pima,"Tucson, 40 Mi SE, At Rosemont, Santa Rita Mountains",,,1448,"Quaintance, C. W.; Taylor, W. P.",Mammals Field Number: 1987,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/30217267c-040f-4b0f-a63f-518184df18bb
,USNM,251249,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/31/1931,,,,,United States,Arizona,Pima,"Tucson, 40 Mi SE, At Rosemont, Santa Rita Mountains",,,1448,"Quaintance, C. W.; Taylor, W. P.",Mammals Field Number: 1998,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/31ec49ee3-9886-4081-bf5b-3a00b94e7e07
