Museum,Museum Abbreviation,Catalog Number,Special Collections,Kind of Object,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Date Collected,Ocean,Sea/Gulf,Bay/Sound,Island Name,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Collector(s),Other Numbers (Type: Value),Sex/Stage,Preparation Details (Preparation:Remarks),Microhabitat Description,Reproductive Condition,Progeny Details,Measurements,Stomach Contents,Collection Method,Number of Individuals,Sexual Maturity,Physical Maturity,Specimen Condition,Injury,Parasite,Bibliography,Notes,Genetic Sample Type,Biorepository Number,Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Depleted?,Record Last Modified,EZID
,USNM,59827,,Specimen/Lot,1,Dipodomys deserti deserti,,Dipodomys deserti deserti : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,31 Jan 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2871,Female : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/37b819ce0-a6b0-477d-8cf3-7e3381385478
,USNM,229346,,Specimen/Lot,1,Dipodomys deserti deserti,,Dipodomys deserti deserti : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,6/26/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.",Mammals Field Number: 135,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/35e017c59-efea-4ff8-8273-cddcf8f27ec7
,USNM,59804,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,5 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2923,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/34e7c0c85-2766-4965-8c59-83e0b88b4428
,USNM,59805,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,6 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2932,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/3893e201a-fcf3-4439-b072-8b9181d2db45
,USNM,59806,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,5 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2919,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/309e5b92e-79f3-4cb9-9d84-16a5a8acb492
,USNM,59807,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,6 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2931,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/3605a8e02-16fe-4dcb-aee0-34992776630a
,USNM,59819,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,29 Jan 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2851,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/33e9194de-7b19-4fe3-8a1d-55cff9be3826
,USNM,59820,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,5 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2921,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/3fc4ca66c-9fe7-4ce9-89b2-86f73bdcd11f
,USNM,59821,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,5 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2924,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/32de6910b-9b5e-4255-95ff-01e6f465f27f
,USNM,59822,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,4 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2914,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/350e1217f-80af-4152-afce-2d15f13c093b
,USNM,59823,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,27 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2844,Female : Immature,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/34db5560c-4ef0-4b45-b8e4-b792a7463c81
,USNM,59824,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,26 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2835,Female : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/3d0c03094-f24b-41df-a315-23f200841377
,USNM,59825,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,29 Jan 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2853,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/36c4d1745-1303-46b4-98fe-0144d9dc5e05
,USNM,59828,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,31 Jan 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2872,Female : Immature,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/334610f5e-e483-4e1b-94c3-178d1b539858
,USNM,141785,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,26 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2833,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/34367dede-6a9e-418c-ba62-3a2fbc02975e
,USNM,141786,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,26 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2834,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3e7a66a2f-9271-4b82-9532-1a53aeec17b5
,USNM,141787,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,26 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2836,Male : Juvenile,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3c8468703-c906-4a2a-9140-5d6b0ce368b5
,USNM,141788,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,27 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2839,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/34dbd5b2e-5448-4539-8022-9830ba2a3915
,USNM,141790,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,27 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2841,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3f78b2272-deac-4b05-bbe5-0168a043f067
,USNM,141791,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,27 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2842,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/34000cfb6-a231-416e-8f20-a366d70ca84c
,USNM,141792,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,27 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2843,Female : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3f4b05303-79ab-413b-9fbc-a90596944a82
,USNM,141793,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,28 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2845,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/386bf9d92-e18b-4f0b-a3b3-3c5088e1b24b
,USNM,141794,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,28 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2846,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/309ba0974-5db1-41eb-9578-d08fda380e16
,USNM,141795,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,29 Jan 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2852,Female : Juvenile,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/391dfbf65-856c-4160-a7a1-67e7354e39a9
,USNM,141796,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,31 Jan 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2873,Female : Immature,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/37cea92c5-2ea8-4eb8-ab69-aa748bc781e9
,USNM,141797,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,1 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns; Holzner, F. X.",Mammals Field Number: 2884,Male : Adult,Skin,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3c8ade19d-3bc7-416f-b5c2-1fbe69357ace
,USNM,141798,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,1 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2885,Female : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/351cf1b36-608e-4d9a-b2a7-86d23638bd54
,USNM,141799,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,2 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2886,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3bd9eb9ad-737a-4a66-b949-85ba9de61144
,USNM,141800,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,2 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2887,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/31261f698-e0ea-4efe-9b1a-b58cfbdda506
,USNM,141801,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,2 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2888,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/36d753d9f-754c-46ad-b73e-37c4825b09a6
,USNM,141802,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2896,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/306684cf3-ad24-4a16-af0c-332442561991
,USNM,141803,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2897,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3c61f7679-ca92-4726-97e5-db616ae1c0dc
,USNM,141804,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2898,Male : Immature,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3ff7d3241-eeed-4d87-af0b-2c0019568b53
,USNM,141805,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2899,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3a640f24d-3dc9-49a9-97d7-f3615b00c951
,USNM,141806,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2900,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/38938c1b9-080d-4b34-a223-b3a6c9fc6b15
,USNM,141807,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2901,Male : Adult,Skin,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/38bce1c43-8a58-403a-ad0e-894d9eeab20c
,USNM,141809,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,4 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2907,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3f858625d-d74a-4be0-8088-50461a076385
,USNM,141810,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,4 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2908,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/351dbe8ca-b045-4b53-82fb-f0204e68454c
,USNM,141811,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,4 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2913,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/37c98cdfa-6b07-4cb4-834a-e913f12ccd68
,USNM,141812,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,5 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2922,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/3405fd2e7-5d2b-47e4-b3d6-44506dc80a6c
,USNM,141813,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7 Feb 1894,,,,,United States,Arizona,Pima,"Quitovaquito, Mexican Boundary Line",,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2940,Female : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/27/2020 19:07,http://n2t.net/ark:/65665/34d8d9ed1-6c0f-4f99-81eb-1b0a4ea71224
,USNM,229375,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,6/27/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Little, L.; Howell, A. B.",Mammals Field Number: 137,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/36d093d42-8d78-48cf-84da-2b12bee34290
,USNM,229376,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,6/26/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.",Mammals Field Number: 134,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3b9e62694-c669-4fb2-838e-e9a1d234ef4e
,USNM,229382,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,6/28/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.",Mammals Field Number: 141,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3e0157a27-23c9-4705-8646-3001c46df553
,USNM,19299,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,11 Feb 1891,,,,,United States,Arizona,Pima,"Tucson, 15 mi S",,,,"Jouy, P. L.",Mammals Field Number: 946; Other Catalog Number: A0035021,Female : Adult,Skin; Skull,,unknown   yes,,,,,,,,,,,,,,,,,,,,6/4/2020 18:13,http://n2t.net/ark:/65665/3b27eefbd-1e5d-4db0-b05f-42ef50d1ed1b
,USNM,229377,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/9/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Little, L.",Mammals Field Number: 176,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3eca35624-514a-4632-8ed5-09cfef18aebc
,USNM,229378,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/5/1918,,,,,United States,Arizona,Pima,Gunsight,,,,"Howell, A. B.",Mammals Field Number: 162,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3757cdb18-f148-4417-afcb-b6a0d337a5e8
,USNM,229379,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/5/1918,,,,,United States,Arizona,Pima,Gunsight,,,,"Little, L.",Mammals Field Number: 163,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/35a09ac68-2c99-4b42-9994-a66a2c62ecf5
,USNM,229380,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/5/1918,,,,,United States,Arizona,Pima,Gunsight,,,,"Little, L.",Mammals Field Number: 164,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/39767c948-59fa-4511-bcf2-5a02e0ca2951
,USNM,229381,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/6/1918,,,,,United States,Arizona,Pima,Gunsight,,,,"Howell, A. B.",Mammals Field Number: 168,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3e1635364-c91b-4ae7-9a96-d6e1369de43c
,USNM,229383,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/11/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Little, L.",Mammals Field Number: 187,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3109ba6b6-b20a-40bc-9b96-790fefd6b53f
,USNM,229384,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/16/1918,,,,,United States,Arizona,Pima,Continental,,,,"Little, L.",Mammals Field Number: 213,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/36ea6ae09-879c-4081-89ca-7093901fba15
,USNM,229385,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/16/1918,,,,,United States,Arizona,Pima,Continental,,,,"Little, L.",Mammals Field Number: 221,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3bd3289ee-8021-4a45-95d7-47be149c8872
,USNM,229386,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/16/1918,,,,,United States,Arizona,Pima,Continental,,,,"Howell, A. B.",Mammals Field Number: 220,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3b4d37146-4bae-4bc8-b4c1-5bd44c2787f8
,USNM,229388,,Specimen/Lot,1,Dipodomys merriami merriami,,Dipodomys merriami merriami : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/18/1918,,,,,United States,Arizona,Pima,Continental,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 245,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/30ce4a639-34ed-498a-bd23-0bb7039ca888
